"#","Node","Tgw","Tgnum","Tanggal","Area","Segmen","Opr","sub_opr","Xch","To Xch","Attempt","Seiz","Conn","Answ","seiz_t","con_t","ans_t","Cct","idle_cct","dial_tout","Occupied","Vacant","Incomplete","rel_early","rel_ring","tg_busy","sub_busy","ring_tout","res_una","Restricts","auth_fail","med_una","Unreach","lack_cap","s_congest","iad_off","n_unspec","protocol_err","Rejected","Intercept","t_control","Lost","seiz_traf","con_traf","ans_traf","Iasr","Pi_traf","Pocc"
"5853","SB5S","KBL_MGW","65","2020-09-16","REG5","cell","olo","netre-jatim","KBL_MGW","Smartfren_SB 1","28257","28257","26824","4841","929785","859709","347434","93","52","0","40","456","36","2","49","0","78","221","3","65","0","0","11","17","0","0","20545","1794","0","0","0","22368","10.76","9.95","4.02","17.13","35.5","43.01"
"5854","SB5S","KBL_MGW","64","2020-09-16","REG5","pstn","olo","netre-jatim","KBL_MGW","Smartfren_Jartap_SB 2","12316","12316","10687","4145","767560","740718","519372","124","86","0","39","928","48","7","459","0","67","994","28","30","0","0","53","9","3","0","5468","65","0","0","0","5598","8.88","8.57","6.01","33.66","32.37","31.45"
"5855","SB5S","KBL_MGW","63","2020-09-16","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5856","SB5S","KBL_MGW","58","2020-09-16","REG5","pstn","olo","netre-jatim","KBL_MGW","Indosat_Jartap_SB 1","131942","131942","123841","19130","3915666","3506808","1229838","2790","677","0","146","2029","54","0","8","0","152","245","192","131","0","0","133","204","41","0","106917","1871","0","0","0","109520","45.32","40.59","14.23","14.5","146.83","5.23"
"5857","SB5S","KBL_MGW","57","2020-09-16","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","155","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5858","SB5S","KBL_MGW","56","2020-09-16","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","10608","10608","1254","704","251310","195725","173080","217","13","0","17","7758","1015","61","182","0","61","266","1","26","0","0","1","24","0","0","387","4","54","0","0","480","2.91","2.27","2","6.64","9.41","7.83"
"5859","SB5S","KBL_MGW","55","2020-09-16","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","31","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5860","SB5S","KBL_MGW","54","2020-09-16","REG5","pstn","olo","netre-jatim","KBL_MGW","Indosat_Jartap_SB 2","52491","52491","41921","8893","1248437","1086133","426162","2449","81","0","56","6583","167","0","11","0","272","1626","243","283","0","0","62","159","36","0","33489","294","0","0","0","34268","14.45","12.57","4.93","16.94","49.26","2.29"
"5861","SB5S","KBL_MGW","53","2020-09-16","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","155","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5862","SB5S","KBL_MGW","52","2020-09-16","REG5","cell","olo","Telkomsel","KBL_MGW","Telkomsel_SB","0","0","0","0","0","0","0","124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5863","SB5S","KBL_MGW","51","2020-09-16","REG5","cell","olo","Telkomsel","KBL_MGW","Telkomsel_SB","2826762","2826762","2669452","1004845","125178208","116778240","79969676","9021","3867","0","4865","93520","3112","46124","818597","260","191855","110620","5492","3007","0","53","13179","7077","2","0","486821","34148","0","0","0","546965","1448.82","1351.6","925.57","35.55","2624.41","53.93"
"5864","SB5S","KBL_MGW","50","2020-09-16","REG5","cell","olo","netre-jatim","KBL_MGW","Sampoerna_SB","746","746","699","164","29848","27780","14114","465","429","0","5","7","3","10","324","0","13","2","2","1","0","0","0","5","2","0","186","5","0","0","0","198","0.35","0.32","0.16","21.98","1.89","1.08"
"5865","SB5S","KBL_MGW","47","2020-09-16","REG5","cell","olo","Indosat","KBL_MGW","Indosat_SB","513726","513726","502679","127482","18627138","17035925","10664367","3224","104","0","905","1807","56","7391","147209","17","1962","1341","225","230","0","0","150","8","6","0","217580","7728","0","0","0","225687","215.59","197.18","123.43","24.82","428.77","28.07"
"5866","SB5S","KBL_MGW","46","2020-09-16","REG5","cell","olo","Indosat","KBL_MGW","Indosat_SB","521167","521167","508894","128889","18920685","17312711","10930218","1581","85","0","964","2182","189","7368","147096","7","2598","1549","609","303","0","0","297","11","3","0","222558","6985","0","0","0","230091","218.99","200.38","126.51","24.73","430.97","60.97"
"5867","SB5S","KBL_MGW","45","2020-09-16","REG5","cell","olo","XL Axiata","KBL_MGW","XL_SB","934454","934454","872465","266026","38811247","36119638","20525040","3968","842","0","1255","8710","494","19414","288961","17","8978","3810","26247","961","0","1","1502","165","5","0","268480","36003","0","0","0","309292","449.2","418.05","237.56","28.47","806.27","31.63"
"5868","SB5S","KBL_MGW","42","2020-09-16","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5869","SB5S","KBL_MGW","24","2020-09-16","REG5","cell","olo","netre-jatim","KBL_MGW","SmartTelecom_SB","18208","18208","16633","5876","745878","679672","435569","155","113","0","37","137","13","0","2","1","118","91","20","35","0","0","29","16","3","0","7302","4549","0","0","0","11899","8.63","7.87","5.04","32.27","17.09","23.87"
"5870","SB5S","KBL_MGW","5","2020-09-16","REG5","cell","olo","Telkomsel","KBL_MGW","Telkomsel_SB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5871","SB5S","Madiun_MGW","207","2020-09-16","REG5","cell","olo","netre-jatim","Madiun_MGW","Excelcomm_MN","32273","32273","30561","12533","1588844","1492154","965365","868","508","0","235","560","22","859","14249","9","253","110","157","36","0","1","39","11","1","0","1623","1792","0","0","0","3471","18.39","17.27","11.17","38.83","36.52","27.07"
"5872","SB5S","Madiun_MGW","206","2020-09-16","REG5","pstn","Telkom","netre-jatim","Madiun_MGW","undef","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5873","SB5S","Madiun_MGW","205","2020-09-16","REG5","pstn","olo","netre-jatim","Madiun_MGW","Smartfren_Jartap_MN","0","0","0","0","0","0","0","31","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5874","SB5S","Madiun_MGW","204","2020-09-16","REG5","cell","olo","netre-jatim","Madiun_MGW","Smarfren_MN","34","34","16","1","487","385","47","31","24","0","8","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","15","0.01","0","0","2.94","0.1","25.81"
"5875","SB5S","Madiun_MGW","203","2020-09-16","REG5","cell","olo","netre-jatim","Madiun_MGW","SmartTelecom_MN","69","69","64","15","3224","3165","2350","31","12","0","20","4","0","0","0","0","0","7","0","0","0","0","0","0","0","0","24","19","0","0","0","43","0.04","0.04","0.03","21.74","0.72","64.52"
"5876","SB5S","Madiun_MGW","202","2020-09-16","REG5","cell","olo","netre-jatim","Madiun_MGW","Indosat_Jartap_MN 2","136","136","80","23","2288","1900","958","31","25","0","1","50","1","0","0","0","3","6","0","0","0","0","0","0","0","0","53","0","0","0","0","53","0.03","0.02","0.01","16.91","0.56","3.23"
"5877","SB5S","Madiun_MGW","201","2020-09-16","REG5","cell","olo","netre-jatim","Madiun_MGW","Indosat_Jarber_MN 1","7209","7209","6700","2798","439564","429694","355612","620","292","0","329","308","13","67","3265","8","32","281","63","17","0","1","4","0","0","0","309","22","0","0","0","356","5.09","4.97","4.12","38.81","14.6","53.06"
"5878","SB5S","KBL_MGW","506","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5879","SB5S","KBL_MGW","367","2020-09-16","","","","","","","346","346","288","192","42403","39388","35084","30","24","0","7","10","0","43","84","0","1","8","0","0","0","0","0","0","0","0","5","0","0","0","0","8","0.49","0.46","0.41","55.49","2.79","23.33"
"5880","SB5S","KBL_MGW","366","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5881","SB5S","KBL_MGW","365","2020-09-16","","","","","","","32","32","31","27","3002","2928","2674","30","30","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","2","0.03","0.03","0.03","84.38","0.68","3.33"
"5882","SB5S","KBL_MGW","364","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5883","SB5S","KBL_MGW","363","2020-09-16","","","","","","","38","38","34","22","5525","5440","5164","30","28","0","3","1","1","2","9","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0.06","0.06","0.06","57.89","0.92","10"
"5884","SB5S","KBL_MGW","362","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5885","SB5S","KBL_MGW","361","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5886","SB5S","KBL_MGW","360","2020-09-16","","","","","","","9","9","8","5","1235","1185","1117","30","30","0","1","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0.01","55.56","0.84","3.33"
"5887","SB5S","KBL_MGW","359","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5888","SB5S","KBL_MGW","358","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","29","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.67"
"5889","SB5S","KBL_MGW","357","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5890","SB5S","KBL_MGW","356","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5891","SB5S","KBL_MGW","355","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5892","SB5S","KBL_MGW","354","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5893","SB5S","KBL_MGW","353","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5894","SB5S","KBL_MGW","352","2020-09-16","","","","","","","254","254","226","125","19411","17261","14151","30","26","0","5","3","2","21","94","0","2","1","0","0","0","0","1","0","0","0","4","1","0","0","0","6","0.22","0.2","0.16","49.21","1.41","16.67"
"5895","SB5S","KBL_MGW","350","2020-09-16","","","","","","","4","4","4","3","133","125","44","30","29","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","0.12","6.67"
"5896","SB5S","KBL_MGW","349","2020-09-16","","","","","","","0","0","0","0","0","0","0","41","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5897","SB5S","KBL_MGW","348","2020-09-16","","","","","","","0","0","0","0","0","0","0","81","19","0","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64.2"
"5898","SB5S","KBL_MGW","347","2020-09-16","","","","","","","6","6","6","3","428","406","299","21","20","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0.2","5"
"5899","SB5S","KBL_MGW","346","2020-09-16","","","","","","","52","52","48","32","3408","3102","2269","21","18","0","3","0","0","1","13","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","3","0.04","0.04","0.03","61.54","0.46","14.29"
"5900","SB5S","KBL_MGW","345","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5901","SB5S","KBL_MGW","344","2020-09-16","","","","","","","59","59","46","22","8841","8670","7811","30","30","0","1","5","3","2","18","0","0","1","1","0","0","0","0","0","0","0","5","0","0","0","0","6","0.1","0.1","0.09","37.29","1.64","3.33"
"5902","SB5S","KBL_MGW","343","2020-09-16","","","","","","","1","1","0","0","2","0","0","50","50","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5903","SB5S","KBL_MGW","342","2020-09-16","","","","","","","394","394","361","67","16099","15086","5207","30","29","0","2","27","0","0","201","0","2","38","0","0","0","0","0","3","0","0","53","3","0","0","0","59","0.19","0.17","0.06","17.01","1.32","6.67"
"5904","SB5S","KBL_MGW","341","2020-09-16","","","","","","","179","179","174","100","12429","11838","9073","30","30","0","1","3","0","1","56","0","4","1","0","1","0","0","1","0","0","0","12","0","0","0","0","13","0.14","0.14","0.11","55.87","1.24","3.33"
"5905","SB5S","KBL_MGW","340","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5906","SB5S","KBL_MGW","339","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5907","SB5S","KBL_MGW","338","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","30","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.33"
"5908","SB5S","KBL_MGW","337","2020-09-16","","","","","","","0","0","0","0","0","0","0","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5909","SB5S","KBL_MGW","335","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5910","SB5S","KBL_MGW","334","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5911","SB5S","KBL_MGW","333","2020-09-16","","","","","","","0","0","0","0","0","0","0","60","60","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.67"
"5912","SB5S","KBL_MGW","332","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","30","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.33"
"5913","SB5S","KBL_MGW","331","2020-09-16","","","","","","","23","23","19","8","3864","3716","3368","30","0","0","2","1","0","1","6","0","2","2","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0.04","0.04","0.04","34.78","0.82","6.67"
"5914","SB5S","KBL_MGW","330","2020-09-16","","","","","","","435","435","394","47","22024","20216","10722","30","18","0","13","4","0","25","328","0","13","3","0","1","0","0","0","0","0","0","14","0","0","0","0","14","0.25","0.23","0.12","10.8","2.8","43.33"
"5915","SB5S","KBL_MGW","329","2020-09-16","","","","","","","79","79","76","49","16220","15891","14615","30","29","0","2","1","0","1","23","0","0","0","1","0","0","0","0","0","0","0","4","0","0","0","0","4","0.19","0.18","0.17","62.03","1.39","6.67"
"5916","SB5S","KBL_MGW","328","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5917","SB5S","KBL_MGW","327","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","30","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.33"
"5918","SB5S","KBL_MGW","326","2020-09-16","","","","","","","192","192","168","150","14912","14683","13647","30","25","0","6","7","0","2","22","0","2","4","1","0","0","0","0","0","0","0","1","3","0","0","0","4","0.17","0.17","0.16","78.13","1.18","20"
"5919","SB5S","KBL_MGW","325","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5920","SB5S","KBL_MGW","324","2020-09-16","","","","","","","167","167","123","75","17148","15623","13887","30","28","0","3","13","0","16","38","1","11","4","0","0","0","0","0","0","1","0","5","0","0","0","0","9","0.2","0.18","0.16","44.91","1.93","10"
"5921","SB5S","KBL_MGW","323","2020-09-16","","","","","","","293","293","275","154","38362","37534","33005","30","27","0","4","3","5","5","112","0","1","3","1","0","0","0","1","0","0","0","7","0","0","0","0","8","0.44","0.43","0.38","52.56","3.97","13.33"
"5922","SB5S","KBL_MGW","322","2020-09-16","","","","","","","188","188","186","118","26827","26309","23354","90","88","0","3","1","0","0","58","0","0","5","0","0","0","0","0","0","0","0","6","0","0","0","0","6","0.31","0.3","0.27","62.77","2.1","3.33"
"5923","SB5S","KBL_MGW","321","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5924","SB5S","KBL_MGW","320","2020-09-16","","","","","","","0","0","0","0","0","0","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5925","SB5S","KBL_MGW","319","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5926","SB5S","KBL_MGW","318","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5927","SB5S","KBL_MGW","317","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","30","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.33"
"5928","SB5S","KBL_MGW","316","2020-09-16","","","","","","","36","36","28","16","2241","2198","2014","60","29","0","2","9","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.03","0.03","0.02","44.44","0.41","3.33"
"5929","SB5S","KBL_MGW","315","2020-09-16","","","","","","","42","42","41","28","8460","8377","7558","30","27","0","4","0","1","0","10","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0.1","0.1","0.09","66.67","2.63","13.33"
"5930","SB5S","KBL_MGW","314","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5931","SB5S","KBL_MGW","313","2020-09-16","","","","","","","25","25","0","0","261","0","0","30","30","0","1","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.07","3.33"
"5932","SB5S","KBL_MGW","312","2020-09-16","","","","","","","50","50","42","32","5699","5608","5121","30","29","0","2","8","0","0","3","0","0","2","0","0","0","0","0","0","0","0","5","0","0","0","0","5","0.07","0.06","0.06","64","0.81","6.67"
"5933","SB5S","KBL_MGW","311","2020-09-16","","","","","","","0","0","0","0","0","0","0","60","6","0","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.67"
"5934","SB5S","KBL_MGW","310","2020-09-16","","","","","","","0","0","0","0","0","0","0","60","12","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31.67"
"5935","SB5S","KBL_MGW","309","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5936","SB5S","KBL_MGW","308","2020-09-16","","","","","","","2","2","2","2","120","120","120","30","30","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0.07","3.33"
"5937","SB5S","KBL_MGW","307","2020-09-16","","","","","","","125","125","124","73","11600","11108","9031","30","29","0","2","0","0","0","40","0","0","1","0","0","0","0","1","0","0","0","9","0","0","0","0","11","0.13","0.13","0.1","58.4","2.1","6.67"
"5938","SB5S","KBL_MGW","306","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5939","SB5S","KBL_MGW","305","2020-09-16","","","","","","","0","0","0","0","0","0","0","210","120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5940","SB5S","KBL_MGW","304","2020-09-16","","","","","","","0","0","0","0","0","0","0","60","57","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.67"
"5941","SB5S","KBL_MGW","303","2020-09-16","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5942","SB5S","KBL_MGW","302","2020-09-16","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5943","SB5S","KBL_MGW","301","2020-09-16","","","","","","","4","4","2","1","75","71","36","60","30","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0.08","1.67"
"5944","SB5S","KBL_MGW","300","2020-09-16","","","","","","","266","266","244","161","28982","28051","24398","30","26","0","5","5","2","1","72","0","0","5","10","1","0","0","0","0","0","0","7","0","0","0","0","9","0.34","0.32","0.28","60.53","3","16.67"
"5945","SB4S","Denpasar_MGW","1309","2020-09-16","REG5","pstn","Telkom","netre-jatim","Denpasar_MGW","PSTN Maumere","0","0","0","0","0","0","0","151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5946","SB4S","Denpasar_MGW","1308","2020-09-16","REG5","pstn","Telkom","netre-jatim","Denpasar_MGW","SS Semarang via ISUP","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5947","SB4S","Denpasar_MGW","1307","2020-09-16","REG5","pstn","Telkom","netre-jatim","Denpasar_MGW","SS Palembang via ISUP","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5948","SB4S","Denpasar_MGW","1306","2020-09-16","REG5","pstn","Telkom","netre-jatim","Denpasar_MGW","SS Makassar via ISUP","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5949","SB4S","Denpasar_MGW","1305","2020-09-16","REG5","pstn","Telkom","netre-jatim","Denpasar_MGW","SS Medan via ISUP","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5950","SB4S","Denpasar_MGW","1304","2020-09-16","REG5","pstn","Telkom","netre-jatim","Denpasar_MGW","PSTN Kupang","0","0","0","0","0","0","0","370","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5951","SB4S","Denpasar_MGW","1302","2020-09-16","REG5","pstn","Telkom","netre-jatim","Denpasar_MGW","SS Banjarmasin via ISUP","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5952","SB4S","Denpasar_MGW","1301","2020-09-16","REG5","pstn","Telkom","netre-jatim","Denpasar_MGW","SS Denpasar via ISUP","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5953","SB4S","Denpasar_MGW","1326","2020-09-16","REG5","pstn","olo","netre-jatim","Denpasar_MGW","Indosat_Jartap_DP 2","927","927","85","14","10610","2772","1130","124","50","0","3","61","1","0","1","0","2","20","778","0","0","0","0","0","0","0","48","2","0","0","0","50","0.12","0.03","0.01","1.51","0.78","2.42"
"5954","SB4S","Denpasar_MGW","1325","2020-09-16","REG5","pstn","olo","netre-jatim","Denpasar_MGW","BBT3_DP","1","1","1","1","598","596","594","31","31","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0.01","100","0.66","3.23"
"5955","SB4S","Denpasar_MGW","1324","2020-09-16","REG5","cell","olo","Telkomsel","Denpasar_MGW","Telkomsel_DPR","146133","146133","124809","49624","5593058","5287031","3416387","2728","2123","0","606","20216","152","2033","29009","0","16317","6734","270","136","0","0","159","47","0","0","14584","6302","0","0","0","21117","64.73","61.19","39.54","33.96","128.64","22.21"
"5956","SB4S","Denpasar_MGW","1323","2020-09-16","REG5","cell","olo","Telkomsel","Denpasar_MGW","Telkomsel_DPR","742720","742720","677677","229145","29279845","27327821","17855931","1889","783","0","1107","51834","1022","11470","169339","0","93756","33574","2512","852","0","2","1236","784","1844","0","113912","29474","0","0","0","147468","338.89","316.29","206.67","30.85","671.15","58.6"
"5957","SB4S","Denpasar_MGW","1320","2020-09-16","REG5","cell","olo","netre-jatim","Denpasar_MGW","SmartTelecom_DP 1","4303","4303","4084","1365","165599","151463","88492","93","77","0","17","4","2","0","0","0","1","15","1","1","0","0","0","0","0","0","1960","949","0","0","0","2909","1.92","1.75","1.02","31.72","5.28","18.28"
"5958","SB4S","Denpasar_MGW","1319","2020-09-16","REG5","cell","olo","netre-jatim","Denpasar_MGW","Smartfren_DP 1","18099","18099","17527","2319","549011","500715","155211","31","2","0","30","71","3","1","26","4","9","47","2","13","0","0","0","0","0","0","14858","550","0","0","0","15408","6.35","5.8","1.8","12.81","19.93","96.77"
